dob,firstName,height,id,lastName,nickname,positionGroupType
1994-07-22,Diego,182.0,18001,Gonçalves,Diego Gonçalves,F
2002-12-29,Ricardo,184.0,18543,Cerqueira,Ricardo Cerqueira,M
1998-10-10,Gabriel,178.0,16253,Baralhas,Gabriel Baralhas,M
2001-05-24,Matheus,193.0,16737,Cunha,Matheus Cunha,GK
2001-04-13,Paulo,180.0,18422,Victor,Paulo Victor,D
2002-03-07,Juan,177.0,17896,Santos da Silva,Juan,F
2002-10-12,Diego,182.0,11677,Rosa,Diego Rosa,M
1999-05-04,Matheus,172.0,16015,Bidu,Matheus Bidu,D
1993-02-16,Lucas,181.0,18578,Silva,Lucas Silva,M
2000-03-01,Philippe,188.0,18011,Costa,Philippe Costa,F
1999-06-05,Nicolás,171.0,18552,Quagliata,Nicolás Quagliata,F
2003-03-07,Igor Jesus,179.0,18359,Lima,Igor,DM
2003-08-29,Diogo,173.0,18833,Batista,Diogo Batista,RB
2001-03-19,Ed,186.0,17971,Carlos,Ed Carlos,M
2001-02-26,Lucas Alexandre,190.0,18012,Galdino de Azevedo,Lucão,GK
1986-11-19,Willian,171.0,16143,Bigode,Willian,F
2000-06-16,Edu,185.0,17986,Ribeiro de Souza,Edu,D
2006-02-09,Luis,175.0,18353,Guilherme,Luis Guilherme,M
2002-07-10,Gabriel,189.0,15799,Delfim,Gabriel Delfim,GK
1989-09-05,Thiago,181.0,790,Santos,Thiago Santos,M
1992-06-17,Hueglo,192.0,18514,dos Santos Neris,Neris,D
2001-05-28,Luiz,174.0,18003,Filipe,Luiz Filipe,F
1999-05-28,Mikael,184.0,17919,Viana de Sousa,Mikael,F
2005-02-16,Nathan,,18875,Ribeiro,Nathan Ribeiro,LW
2004-03-01,Erick Marcus,177.0,18435,Dos Santos Oliveira,Erick Marcus Dos Santos,F
2001-03-06,Igor,185.0,16706,Gomes,Igor Gomes,D
2000-01-12,Alerrandro,176.0,18032,Ferreira Godoy Viana,Alerrandro,F
1997-04-26,Jhegson,170.0,1034,Méndez,Jhegson Méndez,M
1998-01-31,Matheus,187.0,18720,Bianqui,Matheus Bianqui,CM
1999-03-17,Igor,183.0,16730,Gomes,Igor Gomes,M
1998-11-09,Matheus,186.0,15793,Felipe,Matheus Felipe,D
2000-12-06,José Manuel,188.0,16554,López,José Manuel López,F
2005-05-18,Alexsandro Amorim,177.0,19124,de Freitas Filho,Amorim,AM
2002-01-14,Thomas,180.0,18475,Luciano,Thomas Luciano,D
2004-04-24,Isaac,,18604,Rodrigues de Lima,Isaac,LW
2002-06-10,Zé,192.0,18420,Vitor,Zé Vitor,D
2001-05-07,JP,184.0,18835,Galvão,JP Galvão,RCB
1997-03-27,Murilo,188.0,16560,Cerqueira,Murilo,D
2003-06-05,Rodrigo Henrique,170.0,18079,Santos de Souza,Rodriguinho,M
1992-01-22,Marcelo,182.0,15795,Cirino,Marcelo Cirino,F
1992-07-09,Sidimar,185.0,17985,Fernando Cigolini,Sidimar,D
2001-07-05,Chrystian,178.0,18362,Barletta,Chrystian Barletta,F
1993-03-01,Jandrei,186.0,17873,Chitolina Carniel,Jandrei,GK
1993-08-17,Rodrigo,183.0,16129,Caio,Rodrigo Caio,D
2003-10-07,André Dhominique,178.0,18571,Santiago da Silva,André,D
1998-07-04,Ariel,178.0,18299,Gomes,Ariel,LW
2002-06-02,Wesley,178.0,18815,Pombo,Wesley Pombo,RW
2004-04-20,Ruan,,18951,Assis,Ruan Assis,RW
1983-04-22,Wellington,180.0,17922,Paulista,Wellington Paulista,F
1993-09-09,Luiz,189.0,18108,Felipe,Luiz Felipe,D
2002-02-08,Bruno,186.0,18025,Praxedes,Bruno Praxedes,M
1990-12-30,Bruno,184.0,16127,Henrique,Bruno Henrique,F
1999-04-24,Raul,189.0,18444,Gustavo,Raul Gustavo,D
1995-11-16,Matheus,190.0,18007,Peixoto,Matheus Peixoto,F
1990-06-06,Alexandre,184.0,17910,Egea,Alê,M
1997-10-26,Luis,182.0,17929,Segovia,Luis Segovia,D
1989-09-15,Henrique,186.0,18719,Dourado,Henrique Dourado,CF
2003-01-22,Lucas,176.0,15054,Besozzi,Lucas Besozzi,F
1996-01-03,Léo,185.0,18014,Ortiz,Léo Ortiz,D
2004-04-01,Matheus,184.0,16132,França,Matheus França,M
1999-05-10,Alex,189.0,17954,de Oliveira Nascimento,Alex,D
2003-12-14,Marlon,176.0,18433,Gomes,Marlon Gomes,M
2004-04-20,Guilherme Sucigan,171.0,18796,Mafra Cunha,Biro,RW
1996-01-11,Daniel,173.0,18453,Sampaio Simões,Danielzinho,M
2003-01-04,Kevin,176.0,18354,Macedo,Kevin Macedo,F
1989-07-29,Julio,188.0,3562,Furch,Julio Furch,F
1995-04-03,William,176.0,4995,de Asevedo Furtado,William,D
2001-10-29,Gustavo César,174.0,18563,Mendonça Gravino,Gustavinho,M
2002-02-11,Matías,175.0,18431,Galarza,Matías Galarza,M
2002-01-20,Luan,190.0,18018,Patrick,Luan Patrick,D
1995-06-02,Camilo,174.0,15152,Cándido,Camilo Cándido,D
1993-06-04,Juan,173.0,3538,Iturbe,Juan Iturbe,F
2000-09-08,Matheus,171.0,16131,França Silva,Matheuzinho,D
2002-04-07,Thiago,186.0,18031,Borbas,Thiago Borbas,F
1998-06-26,Paulinho,171.0,19901,Bóia,Paulinho Bóia,LW
1997-09-20,Lucas,175.0,17942,Fernandes,Lucas Fernandes,M
1986-12-13,Luiz Diallisson,172.0,18005,de Souza Alves,Apodi,F
1991-05-30,Rodrigo,185.0,8012,Pinho,Rodrigo Pinho,F
1999-05-14,Luan,175.0,18104,Vinicius da Silva Santos,Luan,M
1990-10-22,Jean,170.0,18597,Dias,Jean Dias,LW
1994-07-11,Yony,184.0,16778,González,Yony González,RW
1998-03-03,Gustavo Nonato,175.0,22100,Santana,Nonato,CM
1988-04-06,João,191.0,18533,Carlos,João Carlos,GK
1989-06-05,Gilberto,178.0,18568,Oliveira Souza Júnior,Gilberto,F
1999-04-01,Bruno,190.0,15811,Fuchs,Bruno Fuchs,D
1996-03-22,Everton,174.0,8006,Sousa Soares,Everton,M
2002-10-02,Mateus,178.0,17911,Henrique,Mateus Henrique,M
2003-02-11,Ronald,186.0,18561,Cardoso Falkoski,Ronald,M
1994-03-01,José Romário,168.0,16168,Silva de Souza,Romarinho,F
1997-03-14,José Luis,183.0,13931,Rodríguez,José Luis Rodríguez,RB
2000-02-02,Vitor,185.0,9114,da Silva Matos,Vitão,D
1988-08-08,Bruno,185.0,18615,Mezenga,Bruno Mezenga,CF
1993-06-23,Victor,177.0,18493,Luis,Victor Luis,D
2003-06-13,Ezequiel,185.0,21094,Oliveira,Ezequiel Oliveira,GK
1987-04-22,David,189.0,148,Luiz,David Luiz,D
1990-01-06,Alex,173.0,9174,Teixeira,Alex Teixeira,F
2002-01-04,Gustavo,175.0,16563,Garcia,Gustavo Garcia,D
2004-01-28,Jean,191.0,18490,Pedroso,Jean Pedroso,D
2001-06-21,Rubens,178.0,15815,Dias,Rubens,M
1988-07-22,Silvio,175.0,16173,Romero,Silvio Romero,F
2004-03-12,Mycael,191.0,19459,Pontes Moreira,Mycael,GK
2003-04-05,Stênio,180.0,18530,Zanetti Toledo,Stênio,F
2003-03-12,Luis,187.0,23248,Mina,Luis Mina,RCB
1990-07-09,Fábio,172.0,4180,Pereira da Silva,Fábio,D
1999-08-11,Matheus,181.0,18449,Bahia,Matheus Bahia,D
2002-07-17,Yani,186.0,19606,Quintero,Yani Quintero,DM
1992-04-04,Gustavo,178.0,12223,Campanharo,Gustavo Campanharo,D
1994-11-03,Messias,191.0,17953,Rodrigues da Silva Júnior,Messias,D
2004-01-04,Petterson,181.0,23507,Novaes Reis,Petterson,CF
1994-02-02,Tobias,188.0,7010,Figueiredo,Tobias Figueiredo,D
1993-09-18,Gabriel,187.0,17938,Pires,Gabriel Pires,M
1990-10-23,Allyson,184.0,12474,Aires dos Santos,Allyson,D
1993-05-10,Luan,188.0,16709,Garcia Teixeira,Luan,D
1998-10-09,Carlos,204.0,16016,Miguel,Carlos Miguel,GK
1994-05-28,Everaldo,172.0,16007,Silva do Nascimento,Everaldo,F
2001-03-03,Léo,194.0,18286,Linck,Léo Linck,GK
1994-08-26,Jair,178.0,18426,Rodrigues Júnior,Jair,M
2000-01-07,Vinicius,190.0,18781,Mingotti,Vinicius Mingotti,CF
1988-05-17,Marcelo,186.0,17980,Rangel,Marcelo Rangel,GK
2002-08-11,Gustavo,191.0,18470,Martins,Gustavo Martins,D
1989-01-12,Alan,190.0,15802,Kardec,Alan Kardec,F
1996-09-28,Michel,178.0,16140,Araújo,Michel Araújo,M
1998-09-09,Jamerson,177.0,18494,Santos de Jesus,Jamerson,D
1995-01-24,David,193.0,18445,Duarte,David Duarte,D
1996-02-28,Danilo,183.0,7365,Barbosa,Danilo Barbosa,M
1995-04-05,Éder,184.0,17902,Ferreira Graminho,Éder Ferreira,D
1996-06-02,Luiz,175.0,3963,Araújo,Luiz Araújo,F
1994-05-06,Raí,179.0,18395,Ramos,Raí Ramos,D
2004-02-18,Felipe,187.0,18718,Augusto,Felipe Augusto,CF
1985-08-09,Filipe,182.0,16126,Luís,Filipe Luís,D
2002-04-21,Raí,175.0,18380,Pessanha,Raí,M
2003-03-14,Bruno,174.0,18033,Gonçalves de Jesus,Bruninho,F
2000-11-24,Emerson,175.0,18553,Negueba,Emerson Negueba,F
2002-02-08,Rômulo,193.0,15791,Cardoso da Cruz,Rômulo,F
1998-10-21,Vitor,194.0,13603,Eudes,Vitor Eudes,GK
1997-07-31,Caíque Luiz,198.0,21203,Santos da Purificação,Caíque,GK
2001-06-01,Fernando,182.0,18523,Henrique,Fernando Henrique,M
1998-02-13,Sebastian,180.0,7541,Ferreira,Sebastian Ferreira,F
1985-02-02,Fernando,191.0,16171,Miguel,Fernando Miguel,GK
1998-03-09,João,181.0,17960,Lucas,João Lucas,D
1997-02-24,Nicolas,181.0,18076,Vichiatto da Silva,Nicolas,D
2001-01-14,Adriel,195.0,18463,Vasconcelos Ramos,Adriel,GK
2005-09-21,Alisson,,19461,Santana,Alisson,F
1994-12-05,Javier,184.0,18192,Méndez,Javier Méndez,DM
1987-04-12,Luiz,184.0,12185,Adriano,Luiz Adriano,F
1988-03-29,Gatito,191.0,17925,Fernández,Gatito Fernández,GK
1996-08-30,Gabriel,178.0,16124,Barbosa,Gabriel Barbosa,F
1999-06-24,João Victor,182.0,16010,Caetano,Caetano,D
1999-02-16,Alesson,173.0,18004,dos Santos Batista,Alesson,F
2004-03-16,Rodrigo,185.0,18072,Huendra,Rodriguinho,M
1993-02-26,Jese,178.0,12367,Rodríguez Ruiz,Jese,F
1995-10-17,David,180.0,17891,Corrêa da Fonseca,David,F
1997-06-18,Ronald,171.0,16170,dos Santos Lopes,Ronald,M
1995-02-03,Yago,174.0,16147,Felipe,Yago Felipe,M
1993-03-27,Luan,180.0,16710,de Jesus Vieira,Luan,M
1997-09-21,Jhon,168.0,16148,Arias,Jhon Arias,M
1996-07-11,Raul,180.0,18024,Lô Gonçalves,Raul,M
2005-09-02,Felipe Chiqueti,176.0,24059,Bandeira,Chiqueti,M
1995-04-13,Guilherme Augusto,178.0,17016,Vieira dos Santos,Guilherme Augusto,LW
1990-03-02,Guilherme,181.0,17965,Camacho,Guilherme Camacho,M
1997-12-31,Aldemir,175.0,18482,dos Santos Ferreira,Ferreira,F
2000-03-22,Luca,178.0,18437,Orellano,Luca Orellano,F
2003-02-11,Ian,188.0,18525,Luccas,Ian Luccas,M
1986-12-18,Marcelo,188.0,16567,Lomba,Marcelo Lomba,GK
1992-01-12,Lucas,184.0,18458,Mugni,Lucas Mugni,M
2004-05-24,Carlos,188.0,17005,Eduardo,Carlos Eduardo,F
1999-08-14,Isidro,183.0,18557,Pitta,Isidro Pitta,F
2001-10-25,Gabriel,182.0,18742,De Sousa Barros,Gabriel De Sousa Barros,RW
1996-10-11,Alan,183.0,2346,Franco,Alan Franco,D
1995-01-09,Rafael,170.0,16013,Ramos,Rafael Ramos,D
2005-01-03,Rayan,,24478,Lucas,Rayan Lucas,DM
1999-05-06,Janderson,189.0,18603,Carvalho Costa,Janderson,CF
1997-01-30,Luís,171.0,19571,Oyama,Luís Oyama,DM
2003-03-01,Vinicius,181.0,18834,Kaue,Vinicius Kaue,LB
1988-10-08,Uendel,179.0,18538,Pereira Gonçalves,Uendel,D
1995-09-07,Jailson,187.0,16561,Marques Siqueira,Jailson,M
1997-11-12,Robson,186.0,4034,Bambu,Robson Bambu,D
1989-10-12,Paulo Henrique,184.0,16139,Chagas de Lima,Ganso,M
1993-04-06,Luan,188.0,16178,Polli,Luan Polli,GK
1989-07-16,Vladimir,192.0,17948,Cardoso de Araújo Filho,Vladimir,GK
1990-03-01,Lucas,177.0,16190,Sasha,Lucas Sasha,M
1992-07-29,Patrick,176.0,16740,Bezerra do Nascimento,Patrick,M
1992-03-09,Joao,184.0,11957,Pedro,Joao Pedro,F
2005-08-18,Matheus,175.0,18360,Gonçalves,Matheus Gonçalves,RW
1998-11-19,Nahuel,190.0,17876,Ferraresi,Nahuel Ferraresi,D
2003-09-25,Breno,183.0,17907,Cascardo,Breno Cascardo,M
2002-01-31,Giovanni,176.0,16156,Manson Ribeiro,Giovanni,F
2005-04-13,Robert Vinicius,,19334,Rodrigues Silva,Robert,F
1988-10-07,Diego,186.0,1395,Costa,Diego Costa,F
1992-07-10,Gabriel,172.0,16728,Girotto Franco,Gabriel,M
1999-04-15,Roni,174.0,16021,de Moura,Roni,M
2003-05-08,Lucas,186.0,24125,Belezi,Lucas Belezi,RCB
1989-07-20,Thiago,183.0,16192,Galhardo,Thiago Galhardo,F
1999-06-24,Paulo,170.0,11867,Vitor,Paulo Vitor,F
2000-09-17,Victor Matheus,194.0,18569,dos Santos Gonçalves,Vitão,D
1997-07-02,Ivan,196.0,18416,Quaresma da Silva,Ivan,GK
2001-02-23,Marcos Vinicios,175.0,18029,Lopes Moura,Sorriso,F
2001-02-22,Lucas,193.0,17975,Barbosa,Lucas Barbosa,F
2001-12-17,André Henrique,189.0,18573,da Silva Martins,André,F
1994-02-27,Léo,179.0,15782,Cittadini,Léo Cittadini,M
2002-09-07,Vanderlan,183.0,16568,Barbosa da Silva,Vanderlan,D
1992-06-27,Stiven,172.0,17973,Mendoza,Stiven Mendoza,F
1998-04-13,Pedro,172.0,9176,Delmino,Pedrinho,F
2002-04-14,Carlos,181.0,17945,Alberto,Carlos Alberto,F
1990-03-01,Bruno,178.0,12008,Peres,Bruno Peres,D
2002-08-19,Nathan,182.0,18112,de Souza Mendes,Nathan Mendes,D
1996-02-01,Tomás,180.0,2364,Pochettino,Tomás Pochettino,M
2000-06-29,Pedro,192.0,16149,Rangel,Pedro Rangel,GK
1996-10-29,Keiller,193.0,16242,da Silva Nunes,Keiller,GK
2003-11-24,Giovane,184.0,16011,Santana do Nascimento,Giovane,F
1993-03-23,Daniel,174.0,17934,Borges,Daniel Borges,D
2001-02-19,Welington,175.0,17879,Damascena Santos,Welington,D
2003-02-02,João,178.0,24307,Pedro,João Pedro,LW
2003-04-02,Lucca,180.0,16258,Sampaio Tavares,Lucca,F
1988-12-26,Neuciano,168.0,18451,de Jesus Gusmão,Cicinho,D
2003-05-14,Jorge,,24665,Vinícius,Jorge Vinícius,DM
1996-07-25,Paulo,175.0,16741,Henrique,Paulo Henrique,D
2004-05-11,Victor,182.0,16128,Hugo,Victor Hugo,M
1996-04-17,Douglas,170.0,17969,Moreira,Dodi,M
1997-10-01,Leanderson,189.0,18346,Genésio,Lele,F
1991-06-03,Bruno,187.0,18467,Uvini,Bruno Uvini,D
2002-04-09,Fabinho,178.0,16707,Silva de Freitas,Fabinho,M
1989-11-20,Eduardo,174.0,15800,Vargas,Eduardo Vargas,F
2006-06-23,Marcos,,24354,André,Marcos André,D
1999-02-24,Caio,174.0,2530,Alexandre,Caio Alexandre,M
2003-09-06,Wesley,173.0,18333,Lima,Wesley,RB
1999-02-01,Ignacio,173.0,15187,Laquintana,Ignacio Laquintana,F
2000-10-31,Thiago,179.0,3270,Andrade,Thiago Andrade,F
1996-02-24,Lucas,188.0,11481,Mineiro,Lucas Mineiro,M
2002-05-02,Mateus,199.0,14223,Oliveira,Mateus Oliveira,GK
1991-05-30,Rodrigo,185.0,8012,Pinho,Rodrigo Pinho,F
1994-07-11,Yony,184.0,16778,González,Yony González,RW
1997-09-23,Wallisson Luiz,184.0,18520,Alves Máximo,Wallisson,M
2003-06-11,Kayky,172.0,5959,Chagas,Kayky,F
1989-06-13,Andreas,189.0,13601,Samaris,Andreas Samaris,DM
1999-01-31,Hugo,199.0,16133,Souza,Hugo Souza,GK
1995-04-24,Allano Brendon,182.0,11608,de Souza Lima,Allano,F
2000-06-13,Joao,189.0,8545,Marcelo,Joao Marcelo,D
1998-07-16,Anderson,169.0,11652,Oliveira,Anderson Oliveira,M
1995-07-02,Lucas,188.0,7994,Verissimo,Lucas Verissimo,D
1997-01-23,Lucas,186.0,11542,Cunha,Lucas Cunha,D
1998-10-21,Vitor,194.0,13603,Eudes,Vitor Eudes,GK
1999-06-24,Paulo,170.0,11867,Vitor,Paulo Vitor,F
1999-04-13,Erison Danilo,180.0,13500,de Souza,Erison,F
2002-07-03,Arthur,184.0,11757,Sales,Arthur Sales,F
1997-07-18,Matheus,191.0,13417,Babi,Matheus Babi,CF
1995-01-06,Raphael,178.0,11678,Guzzo,Raphael Guzzo,M
1999-01-08,Igor,175.0,18518,Formiga,Igor Formiga,D
2002-01-14,Thomas,180.0,18475,Luciano,Thomas Luciano,D
1994-03-28,Vinicius,195.0,16548,Silvestre,Vinicius Silvestre,GK
2002-10-12,Diego,182.0,11677,Rosa,Diego Rosa,M
1997-01-13,Joao,187.0,11717,Basso,Joao Basso,D
1998-07-03,Arthur,174.0,11624,Gomes,Arthur Gomes,F
1993-03-07,Gilberto,181.0,7997,Moraes Júnior,Gilberto,D
2001-09-05,Nathan,183.0,18114,Santos de Araújo,Nathan,D
2002-02-23,André,185.0,18620,Luiz,André Luiz,CF
2003-05-09,Luis Henrique,178.0,18483,Hoffmann,Zinho,F
1996-02-13,Eduardo,187.0,17951,Bauermann,Eduardo Bauermann,D
1994-02-18,Richard,191.0,18519,Candido Coelho,Richard,M
1995-12-28,Mauricio,187.0,11939,Lemos,Mauricio Lemos,D
1991-05-20,Vitor,187.0,11999,Hugo,Vitor Hugo,D
1990-03-01,Bruno,178.0,12008,Peres,Bruno Peres,D
1993-04-30,Gustavo,181.0,17944,Sauer,Gustavo Sauer,F
1989-11-04,Enner,177.0,11960,Valencia,Enner Valencia,F
1989-04-27,Junior,173.0,12107,Caicara,Junior Caicara,D
1992-03-09,Joao,184.0,11957,Pedro,Joao Pedro,F
1995-04-06,Sergio,180.0,12427,Da Luiz Junior,Sergio,F
1992-04-04,Gustavo,178.0,12223,Campanharo,Gustavo Campanharo,D
1990-10-23,Allyson,184.0,12474,Aires dos Santos,Allyson,D
1997-05-20,Marlon,178.0,12963,Rodrigues Xavier,Marlon,D
1993-02-26,Jese,178.0,12367,Rodríguez Ruiz,Jese,F
1987-04-12,Luiz,184.0,12185,Adriano,Luiz Adriano,F
1993-03-07,Gilberto,181.0,7997,Moraes Júnior,Gilberto,D
1991-05-30,Rodrigo,185.0,8012,Pinho,Rodrigo Pinho,F
1998-04-01,Alexandre,182.0,16254,Zurawski,Alexandre Alemão,F
1996-02-13,John,196.0,16252,Victor,John Victor,GK
1999-04-01,Brenno,190.0,18461,Oliveira Fraga Costa,Brenno,GK
1997-10-26,Luis,182.0,17929,Segovia,Luis Segovia,D
1998-02-07,Igor Matheus,177.0,18497,Liziero Pereira,Liziero,M
2003-05-24,Mateo,183.0,15455,Ponte,Mateo Ponte,D
1994-12-05,Javier,184.0,18192,Méndez,Javier Méndez,DM
1999-02-01,Ignacio,173.0,15187,Laquintana,Ignacio Laquintana,F
1993-03-23,Sergio,190.0,13924,Rochet,Sergio Rochet,GK
1995-06-02,Camilo,174.0,15152,Cándido,Camilo Cándido,D
2000-06-22,Diego,175.0,15411,Hernández,Diego Hernández,F
2003-04-16,Kaique,192.0,18349,Pereira,Kaique,GK
2000-06-24,Lucas,171.0,5203,Esteves,Lucas Esteves,D
2002-02-03,Estêvão,176.0,16249,Barreto de Oliveira,Estêvão,M
2000-03-23,Ruan,176.0,19306,Oliveira,Ruan Oliveira,AM
1998-10-21,Vitor,194.0,13603,Eudes,Vitor Eudes,GK
2002-01-23,Anthoni,193.0,16247,Spier Souza,Anthoni,GK
2003-05-20,Michel,188.0,18350,Rafael dos Santos,Michel,D
2005-09-21,Alisson,,19461,Santana,Alisson,F
2003-04-25,Cleiton,194.0,16121,Santana dos Santos,Cleiton,D
2005-09-28,Gabriel,185.0,19468,Moscardo,Gabriel Moscardo,M
2003-08-03,Felipe,187.0,18294,Motta,Felipe Motta,RCB
2001-01-03,Lucas,173.0,16244,Ramos,Lucas Ramos,M
1995-11-03,Matías,180.0,14399,Rojas,Matías Rojas,M
2004-03-12,Mycael,191.0,19459,Pontes Moreira,Mycael,GK
2003-11-24,Giovane,184.0,16011,Santana do Nascimento,Giovane,F
1988-02-08,Renato,186.0,16027,Augusto,Renato Augusto,M
1999-02-13,Vitor,186.0,16157,Mendes,Vitor Mendes,D
2000-09-08,Matheus,171.0,16131,França Silva,Matheuzinho,D
2004-04-06,Léo,179.0,19469,Mana,Léo Mana,D
2002-05-29,Felipe,182.0,19453,Andrade,Felipe Andrade,RCB
1988-03-12,Christian,188.0,16186,Chagas Tarouco,Titi,D
1996-01-07,Marcelo,181.0,16187,Benevenuto,Marcelo Benevenuto,D
1995-01-09,Rafael,170.0,16013,Ramos,Rafael Ramos,D
1985-09-16,Fábio,179.0,16026,Santos,Fábio Santos,D
1988-07-25,José Paulo,183.0,16755,Bezerra Maciel Júnior,Paulinho,M
2003-03-01,Vinicius,181.0,18834,Kaue,Vinicius Kaue,LB
1997-04-14,Guilherme,176.0,15801,Arana,Guilherme Arana,D
2003-07-15,Ryan,172.0,19470,Gustavo,Ryan Gustavo,M
2000-04-14,Rafael,183.0,16713,Navarro,Rafael Navarro,F
2002-07-11,Pedro Henrique,177.0,16754,Azevedo Pereira,Pedrinho,D
1989-04-10,Everton,174.0,13831,Ribeiro,Everton Ribeiro,M
1993-10-15,Víctor,180.0,16018,Cantillo,Víctor Cantillo,M
1987-04-04,Júnior,176.0,9115,Moraes,Júnior Moraes,F
1999-04-15,Roni,174.0,16021,de Moura,Roni,M
1992-01-13,Madson,182.0,15785,Ferreira dos Santos,Madson,D
1999-09-10,Bruno,180.0,16019,Méndez,Bruno Méndez,D
2006-02-05,Pedro,170.0,18363,Silva dos Santos,Pedro,F
1995-04-13,Guilherme Augusto,178.0,17016,Vieira dos Santos,Guilherme Augusto,LW
2000-10-20,Hércules,178.0,16184,Pereira do Nascimento,Hércules,M
2002-05-17,Matheus,187.0,16022,Donelli,Matheus Donelli,GK
1997-05-30,Luis Eduardo,175.0,16715,Marques dos Santos,Dudu,D
1996-10-02,Róger,182.0,16008,Guedes,Róger Guedes,F
2002-05-16,Bruno,181.0,14845,Zapelli,Bruno Zapelli,F
1998-11-08,Leonardo,166.0,3335,Fernández,Leonardo Fernández,M
1996-03-13,Nathan,177.0,16738,Allan de Souza,Nathan,M
1991-12-08,Bruno,174.0,16189,Pacheco,Bruno Pacheco,D
2004-03-26,Isaac,185.0,18364,Tomich,Isaac,F
2002-04-12,Gabriel,170.0,18345,Pirani,Gabriel Pirani,M
1992-08-17,Diogo,179.0,18471,Barbosa,Diogo Barbosa,D
1989-07-20,Thiago,183.0,16192,Galhardo,Thiago Galhardo,F
1987-05-22,Arturo,180.0,1527,Vidal,Arturo Vidal,M
1998-10-09,Carlos,204.0,16016,Miguel,Carlos Miguel,GK
1993-03-23,Sergio,190.0,13924,Rochet,Sergio Rochet,GK
1999-03-17,Igor,183.0,16730,Gomes,Igor Gomes,M
1989-11-04,Enner,177.0,11960,Valencia,Enner Valencia,F
1995-09-07,Marlon,182.0,8644,da Silva,Marlon,D
1993-06-16,Renzo,178.0,17055,Saravia,Renzo Saravia,RB
2002-07-10,Gabriel,189.0,15799,Delfim,Gabriel Delfim,GK
1994-03-01,José Romário,168.0,16168,Silva de Souza,Romarinho,F
1998-11-09,Matheus,186.0,15793,Felipe,Matheus Felipe,D
1998-04-01,Alexandre,182.0,16254,Zurawski,Alexandre Alemão,F
1993-05-25,Hyoran,174.0,15807,Kaue Dalmoro,Hyoran,M
1998-02-15,Artur,168.0,18088,Guimarães,Artur,F
2000-03-01,Rômulo,182.0,18598,Zanre Zwarg,Rômulo,DM
1990-03-01,Lucas,177.0,16190,Sasha,Lucas Sasha,M
1990-03-17,Aderbar Melo,188.0,16123,dos Santos,Santos,GK
1987-06-06,Cássio,195.0,16009,Ramos,Cássio,GK
1999-01-31,Hugo,199.0,16133,Souza,Hugo Souza,GK
1999-06-24,João Victor,182.0,16010,Caetano,Caetano,D
2001-02-25,Khellven,176.0,15780,Silva Oliveira,Khellven,D
1989-01-12,Alan,190.0,15802,Kardec,Alan Kardec,F
1988-12-11,Marcos,176.0,16556,Rocha,Marcos Rocha,D
1994-10-11,Júnior,188.0,16185,Santos,Júnior Santos,F
2000-07-15,Paulo,177.0,4596,Henrique Sampaio Filho,Paulinho,F
1989-12-18,Edenilson,175.0,15817,Andrade dos Santos,Edenilson,M
1990-05-29,Mario,169.0,16130,Santos,Marinho,F
2002-05-22,Matheus,176.0,18619,Araújo,Matheus Araújo,AM
1989-07-10,Alan,178.0,16144,Borges de Carvalho,Alan,F
1998-10-10,Gabriel,178.0,16253,Baralhas,Gabriel Baralhas,M
1988-09-17,Thiago,187.0,15794,Heleno,Thiago Heleno,D
1997-03-30,Bruno,175.0,8084,Ramos,Bruno Tabata,F
1995-08-21,Agustin,193.0,14338,Rossi,Agustin Rossi,GK
1997-06-20,Pedro,185.0,13830,Guilherme,Pedro,F
1991-05-13,Alan,177.0,9187,Patrick,Alan Patrick,M
1985-02-02,Fernando,191.0,16171,Miguel,Fernando Miguel,GK
2000-12-19,Christian,178.0,15798,Alves Cardoso,Christian,M
2003-04-16,Ian,180.0,18351,Custódio,Ian Custódio,D
1985-05-04,Fernando,179.0,19,Luiz Roza,Fernandinho,M
1993-08-17,Rodrigo,183.0,16129,Caio,Rodrigo Caio,D
1999-05-04,Matheus,172.0,16015,Bidu,Matheus Bidu,D
1992-04-04,Gustavo,178.0,12223,Campanharo,Gustavo Campanharo,D
2004-09-10,Arthur,178.0,18880,Zanella,Arthur Zanella,LB
2006-03-28,Kaua,180.0,18905,Elias,Kaua Elias,CF
1994-01-15,Erick,187.0,16135,Pulgar,Erick Pulgar,M
2003-12-31,João Pedro,192.0,19472,de Sousa Rodrigues,Tchoca,D
1983-06-26,Felipe,183.0,16161,Melo,Felipe Melo,M
2001-02-28,Kaique,195.0,15776,Rocha,Kaique Rocha,D
1992-03-11,Carlos,177.0,8380,De Peña,Carlos De Peña,F
1997-10-01,Leanderson,189.0,18346,Genésio,Lele,F
1996-04-28,Fabricio,167.0,16245,Bustos,Fabricio Bustos,D
1996-01-11,Daniel,173.0,18453,Sampaio Simões,Danielzinho,M
2000-04-30,Calebe,173.0,15810,Ferreira da Silva,Calebe,M
1999-09-14,Fernando,181.0,16751,Pereira Bueno Júnior,Fernando,D
1986-11-19,Willian,171.0,16143,Bigode,Willian,F
2000-02-07,Emerson,196.0,18293,Júnior,Emerson Júnior,GK
2002-07-04,Murillo,182.0,18361,Costa dos Santos,Murillo,D
1994-06-01,Giorgian,174.0,13930,De Arrascaeta,Giorgian De Arrascaeta,M
2004-04-24,Isaac,,18604,Rodrigues de Lima,Isaac,LW
2001-10-14,Lucas,183.0,14806,Esquivel,Lucas Esquivel,D
